,Date,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Tweet Volume,Polarity
390,2011-04-23,0.0,0.0,1307.0,-0.010328997704667177,3,negative
391,2011-04-24,0.0,0.0,176.0,0.0,1,negative
392,2011-04-25,0.0,0.0,2816.0,0.01408124999999999,16,positive
393,2011-04-26,0.0,0.0,1232.0,0.015728571428571418,7,positive
394,2011-04-27,0.0,0.0,241730.0,0.2455440392173086,9,positive
395,2011-04-28,0.0,0.0,1056.0,0.23015,6,positive
396,2011-04-29,0.0,0.0,2133.0,-0.047972995780590715,7,negative
397,2011-04-30,0.0,0.0,514.0,0.7096,1,positive
398,2011-05-01,0.0,0.0,10182.0,0.7089869770182675,10,positive
399,2011-05-02,0.0,0.0,13676.0,0.021853356244515943,10,positive
400,2011-05-03,0.0,0.0,2298.0,0.18451340295909485,6,positive
401,2011-05-04,0.0,0.0,4130.0,0.1900289588377724,6,positive
